time_period,la_name,tenure,housing,number_of_bedrooms,education_phase,education_type,geographic_level,number_of_pupils,completed_properties_up_to_FY,pupil_yield,completed_properties_up_to_FYAbs,pupil_yieldAbs
201617,LA4,Market,Houses,4+,Primary,Mainstream,District,12,39,0.307692308,1,12
201718,LA4,Market,Houses,4+,Primary,Mainstream,District,12,39,0.307692308,0,Inf
201314,LA3,Market,Houses,3,Primary,Mainstream,District,365,1181,0.309060119,356,1.025280899
201516,LA4,Affordable,Flats,2,Primary,Mainstream,District,108,348,0.310344828,1,108
201213,LA1,Affordable,Houses,3,Secondary,Mainstream,District,28,90,0.311111111,30,0.933333333
201819,LA4,Affordable,Flats,3,Secondary,Mainstream,District,20,64,0.3125,18,1.111111111
201314,LA3,Market,Houses,4+,Primary,Mainstream,District,46,147,0.31292517,19,2.421052632
201819,LA1,Affordable,Houses,2,Primary,Mainstream,District,66,210,0.314285714,15,4.4
201314,LA2,Market,Houses,3,Primary,Mainstream,District,751,2386,0.314752724,602,1.247508306
201112,LA2,Market,Houses,3,Primary,Mainstream,District,318,1010,0.314851485,470,0.676595745
201718,LA4,Affordable,Flats,2,Primary,Mainstream,District,144,457,0.315098468,105,1.371428571
201819,LA4,Affordable,Flats,2,Primary,Mainstream,District,155,491,0.315682281,34,4.558823529
201112,LA2,Affordable,Houses,2,Primary,Mainstream,District,66,209,0.315789474,106,0.622641509
202021,LA4,Market,Houses,4+,Primary,Mainstream,District,12,38,0.315789474,-1,-12
201617,LA1,Affordable,Houses,2,Primary,Mainstream,District,55,174,0.316091954,27,2.037037037
201819,LA2,Market,Houses,4+,Secondary,Mainstream,District,301,948,0.317510549,157,1.917197452
201718,LA1,Affordable,Houses,2,Primary,Mainstream,District,62,195,0.317948718,21,2.952380952
201213,LA3,Affordable,Houses,3,Secondary,Mainstream,District,114,357,0.319327731,59,1.93220339
202021,LA4,Affordable,Flats,2,Primary,Mainstream,District,163,510,0.319607843,4,40.75
201415,LA3,Market,Houses,3,Primary,Mainstream,District,485,1515,0.320132013,334,1.452095808
201920,LA4,Affordable,Flats,2,Primary,Mainstream,District,164,506,0.324110672,15,10.93333333
201920,LA2,Market,Houses,4+,Secondary,Mainstream,District,348,1073,0.324324324,125,2.784
200910,LA2,Market,Houses,3,Primary,Mainstream,District,54,166,0.325301205,128,0.421875
201415,LA2,Market,Houses,3,Primary,Mainstream,District,1061,3257,0.325759902,871,1.218140069
201516,LA1,Affordable,Houses,2,Primary,Mainstream,District,48,147,0.326530612,44,1.090909091
201920,LA4,Affordable,Houses,2,Primary,Mainstream,District,20,61,0.327868852,12,1.666666667
202021,LA1,Affordable,Houses,2,Primary,Mainstream,District,81,247,0.327935223,17,4.764705882
201516,LA4,Market,Houses,3,Primary,Mainstream,District,60,181,0.331491713,14,4.285714286
200910,LA3,Affordable,Houses,3,Early Years,Mainstream,District,12,36,0.333333333,36,0.333333333
200910,LA4,Affordable,Houses,2,Early Years,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA4,Affordable,Houses,2,Secondary,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA2,Affordable,Houses,3,Early Years,Mainstream,District,9,27,0.333333333,27,0.333333333
201920,LA4,Market,Houses,4+,Primary,Mainstream,District,13,39,0.333333333,0,Inf
201516,LA2,Market,Houses,3,Primary,Mainstream,District,1374,4089,0.336023478,832,1.651442308
201920,LA3,Market,Houses,3,Primary,Mainstream,District,1281,3798,0.33728278,652,1.964723926
202021,LA3,Market,Houses,3,Primary,Mainstream,District,1395,4120,0.338592233,322,4.332298137
202021,LA4,Affordable,Houses,2,Primary,Mainstream,District,21,62,0.338709677,1,21
201314,LA3,Affordable,Houses,3,Secondary,Mainstream,District,140,413,0.338983051,56,2.5
201516,LA3,Market,Houses,3,Primary,Mainstream,District,615,1804,0.340909091,289,2.128027682
201112,LA2,Market,Houses,4+,Secondary,Mainstream,District,44,129,0.341085271,85,0.517647059
202122,LA4,Affordable,Flats,2,Primary,Mainstream,District,174,510,0.341176471,0,Inf
201314,LA4,Affordable,Houses,3,Post-16,Mainstream,District,27,79,0.341772152,0,Inf
201516,LA4,Market,Houses,4+,Primary,Mainstream,District,13,38,0.342105263,0,Inf
202122,LA3,Market,Houses,4+,Secondary,Mainstream,District,142,411,0.345498783,7,20.28571429
201920,LA4,Affordable,Flats,3,Secondary,Mainstream,District,28,81,0.345679012,17,1.647058824
202021,LA4,Affordable,Flats,3,Secondary,Mainstream,District,28,81,0.345679012,0,Inf
201516,LA1,Affordable,Houses,3,Secondary,Mainstream,District,53,153,0.346405229,42,1.261904762
201516,LA4,Affordable,Flats,3,Secondary,Mainstream,District,15,43,0.348837209,0,Inf
202021,LA2,Market,Houses,4+,Secondary,Mainstream,District,400,1144,0.34965035,71,5.633802817
202122,LA3,Market,Houses,3,Primary,Mainstream,District,1554,4438,0.350157729,318,4.886792453
201819,LA3,Market,Houses,3,Primary,Mainstream,District,1106,3146,0.351557533,579,1.910189983
201920,LA1,Affordable,Houses,2,Primary,Mainstream,District,81,230,0.352173913,20,4.05
201617,LA2,Market,Houses,3,Primary,Mainstream,District,1716,4864,0.352796053,775,2.214193548
201213,LA4,Market,Houses,3,Primary,Mainstream,District,21,59,0.355932203,59,0.355932203
201819,LA4,Affordable,Flats,3,Primary,Mainstream,District,23,64,0.359375,18,1.277777778
201718,LA1,Affordable,Houses,3,Secondary,Mainstream,District,73,203,0.359605911,23,3.173913043
201718,LA2,Market,Houses,3,Primary,Mainstream,District,2040,5667,0.359978825,803,2.540473225
201617,LA4,Affordable,Flats,2,Primary,Mainstream,District,127,352,0.360795455,4,31.75
201314,LA1,Affordable,Houses,3,Secondary,Mainstream,District,38,105,0.361904762,15,2.533333333
201718,LA3,Market,Houses,3,Primary,Mainstream,District,934,2567,0.363848851,471,1.983014862
201112,LA1,Affordable,Houses,3,Secondary,Mainstream,District,22,60,0.366666667,60,0.366666667
202122,LA2,Market,Houses,4+,Secondary,Mainstream,District,443,1201,0.368859284,57,7.771929825
201011,LA2,Affordable,Houses,2,Primary,Mainstream,District,38,103,0.368932039,58,0.655172414
201415,LA1,Affordable,Houses,3,Secondary,Mainstream,District,41,111,0.369369369,6,6.833333333
202122,LA4,Affordable,Flats,3,Secondary,Mainstream,District,30,81,0.37037037,0,Inf
201819,LA2,Market,Houses,3,Primary,Mainstream,District,2424,6521,0.371722129,854,2.838407494
201617,LA1,Affordable,Houses,3,Secondary,Mainstream,District,67,180,0.372222222,27,2.481481481
201617,LA3,Market,Houses,3,Primary,Mainstream,District,783,2096,0.373568702,292,2.681506849
201112,LA4,Affordable,Flats,3,Secondary,Mainstream,District,6,16,0.375,16,0.375
201920,LA2,Market,Houses,3,Primary,Mainstream,District,3016,8022,0.375966093,1501,2.009327115
201314,LA2,Affordable,Houses,2,Primary,Mainstream,District,241,637,0.37833595,230,1.047826087
202021,LA4,Market,Houses,2,Primary,Mainstream,District,25,66,0.378787879,-1,-25
202122,LA2,Market,Houses,3,Primary,Mainstream,District,3885,10249,0.379061372,1075,3.613953488
201213,LA2,Affordable,Houses,2,Primary,Mainstream,District,155,407,0.380835381,198,0.782828283
201920,LA4,Affordable,Flats,3,Primary,Mainstream,District,31,81,0.382716049,17,1.823529412
201415,LA3,Market,Houses,4+,Primary,Mainstream,District,59,153,0.385620915,6,9.833333333
202021,LA2,Market,Houses,3,Primary,Mainstream,District,3543,9174,0.386200131,1152,3.075520833
200910,LA3,Affordable,Houses,3,Post-16,Mainstream,District,14,36,0.388888889,36,0.388888889
202122,LA1,Market,Houses,4+,Secondary,Mainstream,District,108,277,0.389891697,68,1.588235294
201920,LA4,Market,Houses,3,Primary,Mainstream,District,151,387,0.390180879,95,1.589473684
201415,LA3,Affordable,Houses,3,Secondary,Mainstream,District,184,470,0.391489362,57,3.228070175
201617,LA2,Market,Houses,4+,Primary,Mainstream,District,271,691,0.392185239,148,1.831081081
201718,LA4,Market,Houses,3,Primary,Mainstream,District,88,224,0.392857143,8,11
202122,LA4,Affordable,Flats,3,Primary,Mainstream,District,32,81,0.395061728,0,Inf
201112,LA2,Market,Houses,4+,Primary,Mainstream,District,51,129,0.395348837,85,0.6
201617,LA4,Market,Houses,3,Primary,Mainstream,District,86,216,0.398148148,35,2.457142857
200910,LA2,Affordable,Houses,2,Primary,Mainstream,District,18,45,0.4,45,0.4
201415,LA2,Market,Houses,4+,Primary,Mainstream,District,175,431,0.406032483,141,1.241134752
201819,LA4,Market,Houses,3,Primary,Mainstream,District,119,292,0.407534247,68,1.75
201718,LA4,Affordable,Houses,2,Primary,Mainstream,District,20,49,0.408163265,5,4
201516,LA3,Market,Houses,4+,Primary,Mainstream,District,70,171,0.409356725,18,3.888888889
201516,LA2,Market,Houses,4+,Primary,Mainstream,District,224,543,0.41252302,112,2
201718,LA4,Affordable,Flats,3,Secondary,Mainstream,District,19,46,0.413043478,3,6.333333333
202122,LA4,Market,Houses,3,Primary,Mainstream,District,208,503,0.413518887,28,7.428571429
201213,LA4,Affordable,Houses,2,Primary,Mainstream,District,12,29,0.413793103,2,6
201314,LA4,Affordable,Houses,2,Primary,Mainstream,District,12,29,0.413793103,0,Inf
201819,LA1,Affordable,Houses,3,Secondary,Mainstream,District,88,212,0.41509434,9,9.777777778
202122,LA4,Market,Houses,2,Primary,Mainstream,District,27,65,0.415384615,-1,-27
202021,LA4,Market,Houses,3,Primary,Mainstream,District,200,475,0.421052632,88,2.272727273
201920,LA1,Market,Houses,4+,Secondary,Mainstream,District,73,173,0.421965318,38,1.921052632
201819,LA1,Market,Houses,4+,Secondary,Mainstream,District,57,135,0.422222222,36,1.583333333
201516,LA3,Affordable,Houses,3,Secondary,Mainstream,District,212,495,0.428282828,25,8.48
201213,LA2,Market,Houses,4+,Primary,Mainstream,District,98,227,0.431718062,98,1
202021,LA4,Affordable,Flats,3,Primary,Mainstream,District,35,81,0.432098765,0,Inf
201718,LA2,Market,Houses,4+,Primary,Mainstream,District,342,791,0.432364096,100,3.42
201314,LA2,Market,Houses,4+,Primary,Mainstream,District,126,290,0.434482759,63,2
201415,LA2,Affordable,Houses,2,Primary,Mainstream,District,336,773,0.434670116,136,2.470588235
201718,LA3,Affordable,Houses,3,Secondary,Mainstream,District,243,555,0.437837838,50,4.86
201819,LA2,Market,Houses,4+,Primary,Mainstream,District,416,948,0.438818565,157,2.649681529
202021,LA1,Market,Houses,4+,Secondary,Mainstream,District,92,209,0.440191388,36,2.555555556
201920,LA3,Affordable,Houses,3,Secondary,Mainstream,District,278,631,0.440570523,53,5.245283019
201819,LA3,Market,Houses,4+,Primary,Mainstream,District,147,333,0.441441441,95,1.547368421
201314,LA4,Affordable,Flats,3,Primary,Mainstream,District,19,43,0.441860465,20,0.95
201617,LA4,Affordable,Flats,3,Secondary,Mainstream,District,19,43,0.441860465,0,Inf
201920,LA3,Market,Houses,4+,Primary,Mainstream,District,168,379,0.443271768,46,3.652173913
201617,LA3,Affordable,Houses,3,Secondary,Mainstream,District,224,505,0.443564356,10,22.4
202021,LA3,Affordable,Houses,3,Secondary,Mainstream,District,287,645,0.44496124,14,20.5
202122,LA3,Market,Houses,4+,Primary,Mainstream,District,184,411,0.447688564,7,26.28571429
202122,LA2,Market,Houses,4+,Primary,Mainstream,District,538,1201,0.447960033,57,9.438596491
201920,LA1,Affordable,Houses,3,Secondary,Mainstream,District,113,252,0.448412698,40,2.825
201819,LA4,Affordable,Houses,2,Primary,Mainstream,District,22,49,0.448979592,0,Inf
201920,LA2,Market,Houses,4+,Primary,Mainstream,District,483,1073,0.450139795,125,3.864
202021,LA3,Market,Houses,4+,Primary,Mainstream,District,182,404,0.45049505,25,7.28
201617,LA1,Market,Houses,4+,Secondary,Mainstream,District,32,71,0.450704225,33,0.96969697
201819,LA3,Affordable,Houses,3,Secondary,Mainstream,District,262,578,0.453287197,23,11.39130435
200910,LA2,Market,Houses,4+,Secondary,Mainstream,District,5,11,0.454545455,11,0.454545455
202122,LA3,Affordable,Houses,3,Secondary,Mainstream,District,319,700,0.455714286,55,5.8
202122,LA1,Market,Houses,4+,Primary,Mainstream,District,129,277,0.465703971,68,1.897058824
201011,LA3,Affordable,Houses,3,Primary,Mainstream,District,100,211,0.473933649,175,0.571428571
202021,LA2,Market,Houses,4+,Primary,Mainstream,District,544,1144,0.475524476,71,7.661971831
201718,LA4,Affordable,Flats,3,Primary,Mainstream,District,22,46,0.47826087,3,7.333333333
202122,LA1,Affordable,Houses,3,Secondary,Mainstream,District,156,324,0.481481481,37,4.216216216
201516,LA4,Affordable,Houses,2,Primary,Mainstream,District,18,37,0.486486486,3,6
201617,LA3,Market,Houses,4+,Primary,Mainstream,District,91,187,0.486631016,16,5.6875
201516,LA2,Affordable,Houses,2,Primary,Mainstream,District,427,864,0.494212963,91,4.692307692
202021,LA1,Affordable,Houses,3,Secondary,Mainstream,District,142,287,0.494773519,35,4.057142857
201718,LA1,Market,Houses,4+,Secondary,Mainstream,District,49,99,0.494949495,28,1.75
201718,LA3,Market,Houses,4+,Primary,Mainstream,District,119,238,0.5,51,2.333333333
201415,LA2,Affordable,Houses,3,Secondary,Mainstream,District,263,519,0.506743738,89,2.95505618
201011,LA2,Affordable,Houses,3,Secondary,Mainstream,District,48,94,0.510638298,67,0.71641791
201112,LA4,Affordable,Houses,3,Secondary,Mainstream,District,40,78,0.512820513,78,0.512820513
201314,LA2,Affordable,Houses,3,Secondary,Mainstream,District,223,430,0.518604651,142,1.570422535
201213,LA4,Affordable,Houses,3,Secondary,Mainstream,District,42,79,0.53164557,1,42
201617,LA2,Affordable,Houses,3,Secondary,Mainstream,District,378,708,0.533898305,92,4.108695652
201516,LA2,Affordable,Houses,3,Secondary,Mainstream,District,329,616,0.534090909,97,3.391752577
201516,LA4,Affordable,Flats,3,Primary,Mainstream,District,23,43,0.534883721,0,Inf
201617,LA4,Affordable,Flats,3,Primary,Mainstream,District,23,43,0.534883721,0,Inf
202021,LA1,Market,Houses,4+,Primary,Mainstream,District,112,209,0.535885167,36,3.111111111
201718,LA2,Affordable,Houses,3,Secondary,Mainstream,District,418,780,0.535897436,72,5.805555556
201819,LA4,Affordable,Houses,3,Secondary,Mainstream,District,86,160,0.5375,0,Inf
201112,LA2,Affordable,Houses,3,Secondary,Mainstream,District,92,168,0.547619048,74,1.243243243
201819,LA2,Affordable,Houses,3,Secondary,Mainstream,District,490,893,0.548712206,113,4.336283186
202122,LA2,Affordable,Houses,3,Secondary,Mainstream,District,658,1198,0.549248748,133,4.947368421
200910,LA3,Affordable,Houses,3,Secondary,Mainstream,District,20,36,0.555555556,36,0.555555556
201213,LA2,Affordable,Houses,3,Secondary,Mainstream,District,160,288,0.555555556,120,1.333333333
201415,LA4,Affordable,Flats,3,Primary,Mainstream,District,24,43,0.558139535,0,Inf
202021,LA2,Affordable,Houses,3,Secondary,Mainstream,District,601,1065,0.564319249,83,7.240963855
202122,LA2,Affordable,Houses,2,Primary,Mainstream,District,813,1437,0.565762004,97,8.381443299
201617,LA4,Affordable,Houses,3,Secondary,Mainstream,District,85,150,0.566666667,11,7.727272727
201617,LA4,Affordable,Houses,2,Primary,Mainstream,District,25,44,0.568181818,7,3.571428571
201516,LA4,Affordable,Houses,3,Secondary,Mainstream,District,79,139,0.568345324,11,7.181818182
201920,LA1,Market,Houses,4+,Primary,Mainstream,District,99,173,0.572254335,38,2.605263158
202122,LA4,Affordable,Houses,3,Secondary,Mainstream,District,106,185,0.572972973,20,5.3
201920,LA2,Affordable,Houses,3,Secondary,Mainstream,District,563,982,0.573319756,89,6.325842697
201617,LA2,Affordable,Houses,2,Primary,Mainstream,District,524,908,0.577092511,44,11.90909091
201516,LA1,Market,Houses,4+,Secondary,Mainstream,District,22,38,0.578947368,38,0.578947368
201718,LA4,Affordable,Houses,3,Secondary,Mainstream,District,93,160,0.58125,10,9.3
201920,LA4,Affordable,Houses,3,Secondary,Mainstream,District,95,163,0.582822086,3,31.66666667
201920,LA2,Affordable,Houses,2,Primary,Mainstream,District,745,1272,0.585691824,153,4.869281046
202021,LA2,Affordable,Houses,2,Primary,Mainstream,District,788,1340,0.588059701,68,11.58823529
200910,LA2,Affordable,Houses,3,Post-16,Mainstream,District,16,27,0.592592593,27,0.592592593
201819,LA1,Market,Houses,4+,Primary,Mainstream,District,80,135,0.592592593,36,2.222222222
201718,LA2,Affordable,Houses,2,Primary,Mainstream,District,584,970,0.602061856,62,9.419354839
202122,LA3,Affordable,Houses,3,Primary,Mainstream,District,422,700,0.602857143,55,7.672727273
202021,LA4,Affordable,Houses,3,Secondary,Mainstream,District,100,165,0.606060606,2,50
201415,LA4,Affordable,Houses,2,Primary,Mainstream,District,21,34,0.617647059,5,4.2
201819,LA2,Affordable,Houses,2,Primary,Mainstream,District,693,1119,0.619302949,149,4.651006711
201314,LA4,Affordable,Houses,3,Secondary,Mainstream,District,50,79,0.632911392,0,Inf
202122,LA1,Affordable,Houses,3,Primary,Mainstream,District,206,324,0.635802469,37,5.567567568
200910,LA2,Market,Houses,4+,Primary,Mainstream,District,7,11,0.636363636,11,0.636363636
201011,LA2,Market,Houses,4+,Primary,Mainstream,District,28,44,0.636363636,33,0.848484848
202122,LA4,Affordable,Houses,3,Primary,Mainstream,District,120,185,0.648648649,20,6
201213,LA1,Affordable,Houses,3,Primary,Mainstream,District,59,90,0.655555556,30,1.966666667
201415,LA4,Affordable,Houses,3,Secondary,Mainstream,District,84,128,0.65625,49,1.714285714
201718,LA1,Market,Houses,4+,Primary,Mainstream,District,66,99,0.666666667,28,2.357142857
202021,LA3,Affordable,Houses,3,Primary,Mainstream,District,433,645,0.671317829,14,30.92857143
202021,LA1,Affordable,Houses,3,Primary,Mainstream,District,193,287,0.672473868,35,5.514285714
201920,LA3,Affordable,Houses,3,Primary,Mainstream,District,434,631,0.687797147,53,8.188679245
201617,LA1,Market,Houses,4+,Primary,Mainstream,District,49,71,0.690140845,33,1.484848485
201112,LA2,Affordable,Houses,3,Primary,Mainstream,District,116,168,0.69047619,74,1.567567568
201920,LA1,Affordable,Houses,3,Primary,Mainstream,District,175,252,0.694444444,40,4.375
201112,LA1,Affordable,Houses,3,Primary,Mainstream,District,42,60,0.7,60,0.7
201112,LA3,Affordable,Houses,3,Primary,Mainstream,District,209,298,0.701342282,87,2.402298851
201213,LA3,Affordable,Houses,3,Primary,Mainstream,District,252,357,0.705882353,59,4.271186441
201718,LA1,Affordable,Houses,3,Primary,Mainstream,District,144,203,0.709359606,23,6.260869565
201314,LA3,Affordable,Houses,3,Primary,Mainstream,District,293,413,0.709443099,56,5.232142857
201819,LA1,Affordable,Houses,3,Primary,Mainstream,District,151,212,0.712264151,9,16.77777778
201011,LA2,Affordable,Houses,3,Primary,Mainstream,District,67,94,0.712765957,67,1
201314,LA1,Affordable,Houses,3,Primary,Mainstream,District,75,105,0.714285714,15,5
201112,LA4,Affordable,Houses,3,Primary,Mainstream,District,56,78,0.717948718,78,0.717948718
201415,LA3,Affordable,Houses,3,Primary,Mainstream,District,350,470,0.744680851,57,6.140350877
201819,LA3,Affordable,Houses,3,Primary,Mainstream,District,432,578,0.747404844,23,18.7826087
201718,LA3,Affordable,Houses,3,Primary,Mainstream,District,416,555,0.74954955,50,8.32
202021,LA4,Affordable,Houses,3,Primary,Mainstream,District,126,165,0.763636364,2,63
201516,LA3,Affordable,Houses,3,Primary,Mainstream,District,386,495,0.77979798,25,15.44
202122,LA2,Affordable,Houses,3,Primary,Mainstream,District,937,1198,0.782136895,133,7.045112782
201213,LA4,Affordable,Flats,3,Primary,Mainstream,District,18,23,0.782608696,7,2.571428571
201617,LA3,Affordable,Houses,3,Primary,Mainstream,District,400,505,0.792079208,10,40
201617,LA1,Affordable,Houses,3,Primary,Mainstream,District,144,180,0.8,27,5.333333333
201213,LA4,Affordable,Houses,3,Primary,Mainstream,District,64,79,0.810126582,1,64
201415,LA1,Affordable,Houses,3,Primary,Mainstream,District,92,111,0.828828829,6,15.33333333
201516,LA4,Affordable,Houses,3,Primary,Mainstream,District,116,139,0.834532374,11,10.54545455
201920,LA4,Affordable,Houses,3,Primary,Mainstream,District,138,163,0.846625767,3,46
201314,LA2,Affordable,Houses,3,Primary,Mainstream,District,367,430,0.853488372,142,2.584507042
201314,LA4,Affordable,Houses,3,Primary,Mainstream,District,69,79,0.873417722,0,Inf
202021,LA2,Affordable,Houses,3,Primary,Mainstream,District,936,1065,0.878873239,83,11.27710843
201516,LA1,Affordable,Houses,3,Primary,Mainstream,District,135,153,0.882352941,42,3.214285714
200910,LA2,Affordable,Houses,3,Secondary,Mainstream,District,24,27,0.888888889,27,0.888888889
201920,LA2,Affordable,Houses,3,Primary,Mainstream,District,878,982,0.894093686,89,9.865168539
201819,LA4,Affordable,Houses,3,Primary,Mainstream,District,145,160,0.90625,0,Inf
201213,LA2,Affordable,Houses,3,Primary,Mainstream,District,262,288,0.909722222,120,2.183333333
201718,LA4,Affordable,Houses,3,Primary,Mainstream,District,147,160,0.91875,10,14.7
201112,LA4,Affordable,Flats,3,Primary,Mainstream,District,15,16,0.9375,16,0.9375
201415,LA4,Affordable,Houses,3,Primary,Mainstream,District,120,128,0.9375,49,2.448979592
201617,LA4,Affordable,Houses,3,Primary,Mainstream,District,141,150,0.94,11,12.81818182
201819,LA2,Affordable,Houses,3,Primary,Mainstream,District,842,893,0.942889138,113,7.451327434
200910,LA3,Affordable,Houses,3,Primary,Mainstream,District,34,36,0.944444444,36,0.944444444
201516,LA1,Market,Houses,4+,Primary,Mainstream,District,36,38,0.947368421,38,0.947368421
201415,LA2,Affordable,Houses,3,Primary,Mainstream,District,500,519,0.963391137,89,5.617977528
201516,LA2,Affordable,Houses,3,Primary,Mainstream,District,596,616,0.967532468,97,6.144329897
201718,LA2,Affordable,Houses,3,Primary,Mainstream,District,757,780,0.970512821,72,10.51388889
201617,LA2,Affordable,Houses,3,Primary,Mainstream,District,724,708,1.02259887,92,7.869565217
200910,LA2,Affordable,Houses,3,Primary,Mainstream,District,30,27,1.111111111,27,1.111111111
200809,LA3,Market,Flats,All,Secondary,Mainstream,District,1,35,0.028571429,35,0.028571429
200809,LA3,Market,Houses,All,Primary,Mainstream,District,4,41,0.097560976,41,0.097560976
200809,LA3,Market,Houses,All,Secondary,Mainstream,District,4,41,0.097560976,41,0.097560976
200809,LA2,Market,Flats,All,Primary,Mainstream,District,3,29,0.103448276,29,0.103448276
200809,LA2,Market,Houses,All,Early Years,Mainstream,District,5,53,0.094339623,53,0.094339623
200809,LA2,Market,Houses,All,Post-16,Mainstream,District,1,53,0.018867925,53,0.018867925
200809,LA2,Market,Houses,All,Primary,Mainstream,District,11,53,0.20754717,53,0.20754717
200809,LA2,Market,Houses,All,Secondary,Mainstream,District,4,53,0.075471698,53,0.075471698
200910,LA3,Affordable,Flats,All,Post-16,Mainstream,District,1,11,0.090909091,11,0.090909091
200910,LA3,Affordable,Flats,All,Primary,Mainstream,District,2,11,0.181818182,11,0.181818182
200910,LA3,Affordable,Flats,All,Secondary,Mainstream,District,2,11,0.181818182,11,0.181818182
200910,LA3,Affordable,Houses,All,Early Years,Mainstream,District,15,74,0.202702703,74,0.202702703
200910,LA3,Affordable,Houses,All,Post-16,Mainstream,District,15,74,0.202702703,74,0.202702703
200910,LA3,Affordable,Houses,All,Primary,Mainstream,District,39,74,0.527027027,74,0.527027027
200910,LA3,Affordable,Houses,All,SP/Alternative,Special School,District,2,74,0.027027027,74,0.027027027
200910,LA3,Affordable,Houses,All,Secondary,Mainstream,District,20,74,0.27027027,74,0.27027027
200910,LA3,Market,Flats,All,Early Years,Mainstream,District,1,132,0.007575758,132,0.007575758
200910,LA3,Market,Flats,All,Post-16,Mainstream,District,5,132,0.037878788,132,0.037878788
200910,LA3,Market,Flats,All,Secondary,Mainstream,District,1,132,0.007575758,97,0.010309278
200910,LA3,Market,Houses,All,Early Years,Mainstream,District,12,179,0.067039106,179,0.067039106
200910,LA3,Market,Houses,All,Post-16,Mainstream,District,7,179,0.039106145,179,0.039106145
200910,LA3,Market,Houses,All,Primary,Mainstream,District,25,179,0.139664804,138,0.18115942
200910,LA3,Market,Houses,All,Secondary,Mainstream,District,15,179,0.083798883,138,0.108695652
200910,LA4,Affordable,Houses,All,Early Years,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA4,Affordable,Houses,All,Post-16,Mainstream,District,1,12,0.083333333,12,0.083333333
200910,LA4,Affordable,Houses,All,Primary,Mainstream,District,2,12,0.166666667,12,0.166666667
200910,LA4,Affordable,Houses,All,Secondary,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA2,Affordable,Flats,All,Early Years,Mainstream,District,13,87,0.149425287,87,0.149425287
200910,LA2,Affordable,Flats,All,Post-16,Mainstream,District,9,87,0.103448276,87,0.103448276
200910,LA2,Affordable,Flats,All,Primary,Mainstream,District,9,87,0.103448276,87,0.103448276
200910,LA2,Affordable,Flats,All,Secondary,Mainstream,District,4,87,0.045977011,87,0.045977011
200910,LA2,Affordable,Houses,All,Early Years,Mainstream,District,19,72,0.263888889,72,0.263888889
200910,LA2,Affordable,Houses,All,Post-16,Mainstream,District,19,72,0.263888889,72,0.263888889
200910,LA2,Affordable,Houses,All,Primary,Mainstream,District,48,72,0.666666667,72,0.666666667
200910,LA2,Affordable,Houses,All,SP/Alternative,Special School,District,1,72,0.013888889,72,0.013888889
200910,LA2,Affordable,Houses,All,Secondary,Mainstream,District,29,72,0.402777778,72,0.402777778
200910,LA2,Market,Flats,All,Early Years,Mainstream,District,3,133,0.022556391,133,0.022556391
200910,LA2,Market,Flats,All,Post-16,Mainstream,District,5,133,0.037593985,133,0.037593985
200910,LA2,Market,Flats,All,Primary,Mainstream,District,4,133,0.030075188,104,0.038461538
200910,LA2,Market,Flats,All,Secondary,Mainstream,District,6,133,0.045112782,133,0.045112782
200910,LA2,Market,Houses,All,Early Years,Mainstream,District,34,257,0.13229572,204,0.166666667
200910,LA2,Market,Houses,All,Post-16,Mainstream,District,21,257,0.081712062,204,0.102941176
200910,LA2,Market,Houses,All,Primary,Mainstream,District,75,257,0.291828794,204,0.367647059
200910,LA2,Market,Houses,All,Secondary,Mainstream,District,31,257,0.120622568,204,0.151960784
201011,LA3,Affordable,Flats,All,Post-16,Mainstream,District,2,68,0.029411765,57,0.035087719
201011,LA3,Affordable,Flats,All,Primary,Mainstream,District,3,68,0.044117647,57,0.052631579
201011,LA3,Affordable,Flats,All,Secondary,Mainstream,District,2,68,0.029411765,57,0.035087719
201011,LA3,Affordable,Houses,All,Early Years,Mainstream,District,37,356,0.103932584,282,0.131205674
201011,LA3,Affordable,Houses,All,Post-16,Mainstream,District,29,356,0.081460674,282,0.102836879
201011,LA3,Affordable,Houses,All,Primary,Mainstream,District,116,356,0.325842697,282,0.411347518
201011,LA3,Affordable,Houses,All,SP/Alternative,Special School,District,6,356,0.016853933,282,0.021276596
201011,LA3,Affordable,Houses,All,Secondary,Mainstream,District,52,356,0.146067416,282,0.184397163
201011,LA3,Market,Flats,All,Early Years,Mainstream,District,1,304,0.003289474,172,0.005813953
201011,LA3,Market,Flats,All,Post-16,Mainstream,District,4,304,0.013157895,172,0.023255814
201011,LA3,Market,Flats,All,Primary,Mainstream,District,4,304,0.013157895,304,0.013157895
201011,LA3,Market,Flats,All,Secondary,Mainstream,District,3,304,0.009868421,172,0.01744186
201011,LA3,Market,Houses,All,Early Years,Mainstream,District,26,450,0.057777778,271,0.095940959
201011,LA3,Market,Houses,All,Post-16,Mainstream,District,23,450,0.051111111,271,0.084870849
201011,LA3,Market,Houses,All,Primary,Mainstream,District,94,450,0.208888889,271,0.346863469
201011,LA3,Market,Houses,All,SP/Alternative,Special School,District,1,450,0.002222222,450,0.002222222
